ID,ZIP,CITY,STATE,LAT,LONG
9054,21714,"BRADDOCK HEIGHTS",MD,39.41,-77.5
9055,21715,"BROWNSVILLE",MD,39.38,-77.66
9056,21716,"BRUNSWICK",MD,39.31,-77.61
9057,21717,"BUCKEYSTOWN",MD,39.33,-77.43
9058,21718,"BURKITTSVILLE",MD,39.39,-77.62
9059,21719,"CASCADE",MD,39.7,-77.49
9060,21720,"CAVETOWN",MD,39.65,-77.57
9061,21721,"CHEWSVILLE",MD,39.63,-77.68
9062,21722,"CLEAR SPRING",MD,39.65,-77.93
9063,21723,"COOKSVILLE",MD,39.31,0
9064,21727,"EMMITSBURG",MD,39.7,-77.32
9065,21733,"FAIRPLAY",MD,39.53,-77.74
9066,21734,"FUNKSTOWN",MD,39.6,-77.7
9067,21737,"GLENELG",MD,39.26,-76.99
9068,21738,"GLENWOOD",MD,39.28,-77.02
9069,21740,"HAGERSTOWN",MD,39.63,-77.71
9070,21741,"HAGERSTOWN",MD,39.63,-77.71
9071,21742,"HAGERSTOWN",MD,39.63,-77.71
9072,21746,"HAGERSTOWN",MD,39.63,-77.71
9073,21747,"HAGERSTOWN",MD,39.63,-77.71
9074,21748,"HAGERSTOWN",MD,39.63,-77.71
9075,21749,"HAGERSTOWN",MD,39.63,-77.71
9076,21750,"HANCOCK",MD,39.7,-78.17
9077,21754,"IJAMSVILLE",MD,39.33,-77.31
9078,21755,"JEFFERSON",MD,39.36,-77.53
9079,21756,"KEEDYSVILLE",MD,39.48,-77.69
9080,21757,"KEYMAR",MD,39.59,-77.26
9081,21758,"KNOXVILLE",MD,39.35,-77.64
9082,21759,"LADIESBURG",MD,39.56,-77.26
9083,21762,"LIBERTYTOWN",MD,39.48,-77.24
9084,21765,"LISBON",MD,39.33,-77.07
9085,21766,"LITTLE ORLEANS",MD,39.62,-78.38
9086,21767,"MAUGANSVILLE",MD,39.69,-77.75
9087,21769,"MIDDLETOWN",MD,39.44,-77.54
9088,21770,"MONROVIA",MD,39.35,-77.25
9089,21771,"MOUNT AIRY",MD,39.37,-77.15
9090,21773,"MYERSVILLE",MD,39.5,-77.56
9091,21774,"NEW MARKET",MD,39.38,-77.27
9092,21775,"NEW MIDWAY",MD,39.55,-77.3
9093,21776,"NEW WINDSOR",MD,39.54,-77.1
9094,21777,"POINT OF ROCKS",MD,39.27,-77.53
9095,21778,"ROCKY RIDGE",MD,39.61,-77.33
9096,21779,"ROHRERSVILLE",MD,39.43,-77.65
9097,21780,"SABILLASVILLE",MD,39.7,-77.45
9098,21781,"SAINT JAMES",MD,39.57,-77.82
9099,21782,"SHARPSBURG",MD,39.45,-77.74
9100,21783,"SMITHSBURG",MD,39.65,-77.57
9101,21784,"SYKESVILLE",MD,39.37,-76.97
9102,21787,"TANEYTOWN",MD,39.65,-77.16
9103,21788,"THURMONT",MD,39.62,-77.4
9104,21790,"TUSCARORA",MD,39.26,-77.5
9105,21791,"UNION BRIDGE",MD,39.56,-77.17
9106,21792,"UNIONVILLE",MD,39.51,-77.11
9107,21793,"WALKERSVILLE",MD,39.48,-77.35
9108,21794,"WEST FRIENDSHIP",MD,39.3,-76.95
9109,21795,"WILLIAMSPORT",MD,39.59,-77.81
9110,21797,"WOODBINE",MD,39.33,-77.06
9111,21798,"WOODSBORO",MD,39.53,-77.31
9112,21801,"SALISBURY",MD,38.37,-75.58
9113,21802,"SALISBURY",MD,38.37,-75.58
9114,21803,"SALISBURY",MD,38.37,-75.58
9115,21804,"SALISBURY",MD,38.37,-75.58
9116,21810,"ALLEN",MD,38.28,-75.68
9117,21811,"BERLIN",MD,38.32,-75.21
9118,21813,"BISHOPVILLE",MD,38.44,-75.19
9119,21814,"BIVALVE",MD,38.3,-75.88
9120,21817,"CRISFIELD",MD,37.98,-75.85
9121,21821,"DEAL ISLAND",MD,38.15,-75.94
9122,21822,"EDEN",MD,38.28,-75.65
9123,21824,"EWELL",MD,37.98,-76.03
9124,21826,"FRUITLAND",MD,38.32,-75.62
9125,21829,"GIRDLETREE",MD,38.09,-75.39
9126,21830,"HEBRON",MD,38.41,-75.68
9127,21835,"LINKWOOD",MD,38.54,-75.94
9128,21836,"MANOKIN",MD,38.11,-75.75
9129,21837,"MARDELA SPRINGS",MD,38.45,-75.75
9130,21838,"MARION STATION",MD,38.01,-75.73
9131,21840,"NANTICOKE",MD,38.27,-75.9
9132,21841,"NEWARK",MD,38.25,-75.29
9133,21842,"OCEAN CITY",MD,38.33,-75.08
9134,21843,"OCEAN CITY",MD,38.33,-75.08
9135,21849,"PARSONSBURG",MD,38.38,-75.47
9136,21850,"PITTSVILLE",MD,38.39,-75.41
9137,21851,"POCOMOKE CITY",MD,38.06,-75.56
9138,21852,"POWELLVILLE",MD,38.32,-75.37
9139,21853,"PRINCESS ANNE",MD,38.2,-75.69
9140,21856,"QUANTICO",MD,38.32,-75.79
9141,21857,"REHOBETH",MD,38.03,-75.66
9142,21861,"SHARPTOWN",MD,38.53,-75.72
9143,21862,"SHOWELL",MD,38.39,-75.21
9144,21863,"SNOW HILL",MD,38.17,-75.39
9145,21864,"STOCKTON",MD,38.05,-75.4
9146,21865,"TYASKIN",MD,38.32,-75.87
9147,21866,"TYLERTON",MD,37.96,-76.01
9148,21867,"UPPER FAIRMOUNT",MD,38.1,-75.79
9149,21869,"VIENNA",MD,38.48,-75.82
9150,21871,"WESTOVER",MD,38.12,-75.7
9151,21872,"WHALEYVILLE",MD,38.4,-75.3
9152,21874,"WILLARDS",MD,38.39,-75.34
9153,21875,"DELMAR",MD,38.45,-75.57
9154,21890,"WESTOVER",MD,38.12,-75.7
9155,21901,"NORTH EAST",MD,39.6,-75.94
9156,21902,"PERRY POINT",MD,39.6,-75.95
9157,21903,"PERRYVILLE",MD,39.57,-76.06
9158,21904,"PORT DEPOSIT",MD,39.6,-76.11
9159,21911,"RISING SUN",MD,39.69,-76.06
9160,21912,"WARWICK",MD,39.42,-75.8
9161,21913,"CECILTON",MD,39.4,-75.86
9162,21914,"CHARLESTOWN",MD,39.57,-75.97
9163,21915,"CHESAPEAKE CITY",MD,39.52,-75.81
9164,21916,"CHILDS",MD,39.65,-75.85
9165,21917,"COLORA",MD,39.66,-76.09
9166,21918,"CONOWINGO",MD,39.68,-76.16
9167,21919,"EARLEVILLE",MD,39.41,-75.93
9168,21920,"ELK MILLS",MD,39.65,-75.85
9169,21921,"ELKTON",MD,39.6,-75.82
9170,21922,"ELKTON",MD,39.6,-75.82
9171,21930,"GEORGETOWN",MD,39.39,-75.87
